work_key,title,year,doi,primary_mechanism_code,primary_mechanism_en,primary_mechanism_cn,primary_task_code,primary_task_en,primary_task_cn,secondary_task_codes,all_title_rule_hits,classification_rule,public_visible,public_available_location_identified,best_public_url,record_url,sources,screening_level
doi:10.3389/frobt.2021.645756,Autonomous Robotic Point-of-Care Ultrasound Imaging for Monitoring of COVID-19–Induced Pulmonary Diseases,2021,10.3389/frobt.2021.645756,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2021.645756/pdf,https://doi.org/10.3389/frobt.2021.645756,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.3389/frobt.2022.832208,Robotic Endoscope Control Via Autonomous Instrument Tracking.,2022,10.3389/frobt.2022.832208,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.frontiersin.org/articles/10.3389/frobt.2022.832208/pdf,https://doi.org/10.3389/frobt.2022.832208,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.3389/frobt.2022.896267,"Towards Autonomous Robotic Biopsy-Design, Modeling and Control of a Robot for Needle Insertion of a Commercial Full Core Biopsy Instrument.",2022,10.3389/frobt.2022.896267,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.3389/frobt.2022.896267,https://doi.org/10.3389/frobt.2022.896267,Crossref; Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3389/frobt.2022.940062,Towards Autonomous Robotic Minimally Invasive Ultrasound Scanning and Vessel Reconstruction on Non-Planar Surfaces.,2022,10.3389/frobt.2022.940062,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2022.940062/pdf,https://doi.org/10.3389/frobt.2022.940062,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3389/frobt.2024.1383732,Autonomous ultrasound scanning robotic system based on human posture recognition and image servo control: an application for cardiac imaging.,2024,10.3389/frobt.2024.1383732,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.frontiersin.org/articles/10.3389/frobt.2024.1383732/pdf?isPublishedV2=False,https://doi.org/10.3389/frobt.2024.1383732,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3389/frobt.2024.1405169,SonoBox: development of a robotic ultrasound tomograph for the ultrasound diagnosis of paediatric forearm fractures.,2024,10.3389/frobt.2024.1405169,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.3389/frobt.2024.1405169,https://doi.org/10.3389/frobt.2024.1405169,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3389/frobt.2025.1527686,Autonomous robotic ultrasound scanning system: a key to enhancing image analysis reproducibility and observer consistency in ultrasound imaging.,2025,10.3389/frobt.2025.1527686,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.3389/frobt.2025.1527686,https://doi.org/10.3389/frobt.2025.1527686,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3389/fsurg.2025.1566902,Robotic-assisted bronchoscopy—advancing lung cancer management,2025,10.3389/fsurg.2025.1566902,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,,A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.frontiersin.org/journals/surgery/articles/10.3389/fsurg.2025.1566902/pdf,https://doi.org/10.3389/fsurg.2025.1566902,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/act13020062,Force Tracking Control Method for Robotic Ultrasound Scanning System under Soft Uncertain Environment,2024,10.3390/act13020062,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/2076-0825/13/2/62/pdf?version=1707201125,https://doi.org/10.3390/act13020062,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/act15060333,Research on Robotic Force Control for Infant Hip Ultrasound,2026,10.3390/act15060333,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.3390/act15060333,https://doi.org/10.3390/act15060333,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/app13031604,Development of a Collaborative Robotic Platform for Autonomous Auscultation,2023,10.3390/app13031604,1.1,Active observational sensing,主动观察式检测,A6,Active auscultation and acoustic examination,主动听诊与声学检查,,A6,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/2076-3417/13/3/1604/pdf?version=1675765045,https://doi.org/10.3390/app13031604,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/app9122573,Compensating Uncertainties in Force Sensing for Robotic-Assisted Palpation,2019,10.3390/app9122573,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/2076-3417/9/12/2573/pdf?version=1561448704,https://doi.org/10.3390/app9122573,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/bios11120522,"AI-Enabled, Ultrasound-Guided Handheld Robotic Device for Femoral Vascular Access",2021,10.3390/bios11120522,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/2079-6374/11/12/522/pdf?version=1640056879,https://doi.org/10.3390/bios11120522,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/electronics14102063,Robotic Ultrasound Diagnostic System for Non-Destructive Testing in Highly Variable Production,2025,10.3390/electronics14102063,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/2079-9292/14/10/2063/pdf?version=1747733873,https://doi.org/10.3390/electronics14102063,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/mi14050969,Path Planning and Navigation of Miniature Serpentine Robot for Bronchoscopy Application.,2023,10.3390/mi14050969,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,,A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/2072-666X/14/5/969/pdf?version=1683190115,https://doi.org/10.3390/mi14050969,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/mi17030327,Posture Tracking of Active Capsule Endoscopes Integrated with Magnetic Actuation Using Hall-Effect Sensors.,2026,10.3390/mi17030327,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/2072-666X/17/3/327/pdf?version=1772699618,https://doi.org/10.3390/mi17030327,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/robotics13110164,HaptiScan: A Haptically-Enabled Robotic Ultrasound System for Remote Medical Diagnostics,2024,10.3390/robotics13110164,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/2218-6581/13/11/164/pdf?version=1731242262,https://doi.org/10.3390/robotics13110164,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/robotics15020037,Patient Acceptability of Automated Robotic Ultrasound by Patient Profile,2026,10.3390/robotics15020037,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/2218-6581/15/2/37/pdf,https://doi.org/10.3390/robotics15020037,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/s22228670,Force-Sensorless Identification and Classification of Tissue Biomechanical Parameters for Robot-Assisted Palpation.,2022,10.3390/s22228670,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/1424-8220/22/22/8670/pdf?version=1668059944,https://doi.org/10.3390/s22228670,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/s25020468,Design of a Cost-Effective Ultrasound Force Sensor and Force Control System for Robotic Extra-Body Ultrasound Imaging.,2025,10.3390/s25020468,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/1424-8220/25/2/468/pdf?version=1736934755,https://doi.org/10.3390/s25020468,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/s26051723,Target Tissue Identification Based on Image Processing for Regulating Automatic Robotic Lung Biopsy Sampler: Onsite Phantom Validation,2026,10.3390/s26051723,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.mdpi.com/1424-8220/26/5/1723/pdf?version=1773048271,https://doi.org/10.3390/s26051723,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/s26144452,A Robotic Ultrasound System for Automated Abdominal Aorta Screening: Feasibility Study in Healthy Volunteers.,2026,10.3390/s26144452,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.3390/s26144452,https://doi.org/10.3390/s26144452,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/technologies12030033,A Comparison between Kinematic Models for Robotic Needle Insertion with Application into Transperineal Prostate Biopsy,2024,10.3390/technologies12030033,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.3390/technologies12030033,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.3390/technologies13020070,Automatic Robotic Ultrasound for 3D Musculoskeletal Reconstruction: A Comprehensive Framework,2025,10.3390/technologies13020070,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.3390/technologies13020070,https://doi.org/10.3390/technologies13020070,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.34133/cbsystems.0013,A Novel Robotic Bronchoscope System for Navigation and Biopsy of Pulmonary Lesions.,2023,10.34133/cbsystems.0013,1.3,Sample-based interactive diagnosis,采样式交互诊断,S2,Endoscopic or bronchoscopic biopsy,内镜或支气管镜活检,,S2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://spj.science.org/doi/pdf/10.34133/cbsystems.0013?download=true,https://doi.org/10.34133/cbsystems.0013,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.34133/cbsystems.0251,Robotic Ultrasound Scanning End-Effector with Adjustable Constant Contact Force.,2025,10.34133/cbsystems.0251,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://spj.science.org/doi/pdf/10.34133/cbsystems.0251,https://doi.org/10.34133/cbsystems.0251,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.36227/techrxiv.23599437,Path Re-planning for Robotic Ultrasound Imaging of Bony Structures,2023,10.36227/techrxiv.23599437,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.23599437.v1,https://doi.org/10.36227/techrxiv.23599437,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.4028/www.scientific.net/amm.772.585,A Virtual Reality System for Pre-Planning of Robotic-Assisted Prostate Biopsy,2015,10.4028/www.scientific.net/amm.772.585,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.4028/www.scientific.net/amm.772.585,https://doi.org/10.4028/www.scientific.net/amm.772.585,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.4271/2026-99-0751,Adaptive Speed-Regulated Impedance Control for Robotic Ultrasound Scanning: Reducing Constant-Force Tracking Errors,2026,10.4271/2026-99-0751,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.4271/2026-99-0751,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.52202/083074-0015,Proof-Of-Concept Autonomous Wearable Ultrasound Platform for Enhanced Medical Imaging in Space Missions,2025,10.52202/083074-0015,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.52202/083074-0015,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.54844/mr.2023.0488,Advancing robotic prostate biopsy through artificial intelligence,2024,10.54844/mr.2023.0488,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.hksmp.com/journals/mr/article/download/488/589,https://doi.org/10.54844/mr.2023.0488,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.5772/intechopen.105069,Learning Robotic Ultrasound Skills from Human Demonstrations,2022,10.5772/intechopen.105069,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.intechopen.com/citation-pdf-url/82056,https://doi.org/10.5772/intechopen.105069,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.5946/ce.2020.127,A New Active Locomotion Capsule Endoscopy under Magnetic Control and Automated Reading Program,2020,10.5946/ce.2020.127,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.e-ce.org/upload/pdf/ce-2020-127.pdf,https://doi.org/10.5946/ce.2020.127,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.64898/2025.12.17.694846,Closing the Sim-to-Real Gap: An End-to-End Robotic Ultrasound System Leveraging In Vivo Reinforcement Learning and 3D-Prior Guided Hybrid Control,2025,10.64898/2025.12.17.694846,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.biorxiv.org/content/biorxiv/early/2025/12/19/2025.12.17.694846.full.pdf,https://doi.org/10.64898/2025.12.17.694846,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.64898/2026.05.15.725366,Automated robotic control system for EEG-BCI-guided closed-loop TMS,2026,10.64898/2026.05.15.725366,1.2,Response-based interactive diagnosis,响应式交互诊断,R6,Stimulation-response mapping,刺激—响应映射,,R6,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.biorxiv.org/content/biorxiv/early/2026/05/19/2026.05.15.725366.full.pdf,https://doi.org/10.64898/2026.05.15.725366,Crossref; Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.70322/ire.2026.10003,Development of a Hand Spasticity Testing Device for Quantitative Wrist Spasticity Assessment and Automated Evaluation of the Modified Tardieu Scale,2026,10.70322/ire.2026.10003,1.2,Response-based interactive diagnosis,响应式交互诊断,R4,Tone and spasticity assessment,肌张力与痉挛评估,,R4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.sciepublish.com/index/article/view_full_text/id/1105,https://doi.org/10.70322/ire.2026.10003,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.7736/kspe.2016.33.7.565,Characteristics of Needle Insertion Performance of Automated Biopsy Device for Robotic Needle Insertion Type Intervention: Insertion Depth and Accuracy,2016,10.7736/kspe.2016.33.7.565,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.7736/kspe.2016.33.7.565,https://doi.org/10.7736/kspe.2016.33.7.565,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.7746/jkros.2023.18.2.164,Development of Multi-DoF Automatic Nasopharyngeal Swab Sampling Robot,2023,10.7746/jkros.2023.18.2.164,1.3,Sample-based interactive diagnosis,采样式交互诊断,S5,Swab and cavity-specimen collection,拭子与腔道标本采集,,S5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.7746/jkros.2023.18.2.164,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.7863/jum.2007.26.5.645,Automated ultrasound scanning on a dual-modality breast imaging system: coverage and motion issues and solutions.,2007,10.7863/jum.2007.26.5.645,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.7863/jum.2007.26.5.645,https://doi.org/10.7863/jum.2007.26.5.645,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.7863/jum.2010.29.7.1075,Effect of a gel retainment dam on automated ultrasound coverage in a dual-modality breast imaging system.,2010,10.7863/jum.2010.29.7.1075,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.7863/jum.2010.29.7.1075,https://doi.org/10.7863/jum.2010.29.7.1075,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
title:actionconditionedworldmodelforgoalplaneprobeguidanceinroboticultrasound,Action-Conditioned World Model for Goal Plane Probe Guidance in Robotic Ultrasound,2026,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2607.21918v2,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
title:anatomicalpriordrivenframeworkforautonomousroboticcardiacultrasoundstandardviewacquisition,Anatomical Prior-Driven Framework for Autonomous Robotic Cardiac Ultrasound Standard View Acquisition,2026,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://link.springer.com/content/pdf/10.1007/s43154-020-00037-y.pdf,http://arxiv.org/abs/2603.21134v1,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
title:apprussautomatedpathplanningforroboticultrasoundsystem,APP-RUSS: Automated Path Planning for Robotic Ultrasound System,2023,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2310.14297v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:asee20activesensingendeffectorforroboticultrasoundsystemswithdensecontactsurfaceperceptionenabledprobeorientationadjustment,A-SEE2.0: Active-Sensing End-Effector for Robotic Ultrasound Systems with Dense Contact Surface Perception Enabled Probe Orientation Adjustment,2025,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2503.05569v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:automatedheartandlungauscultationinroboticphysicalexaminations,Automated Heart and Lung Auscultation in Robotic Physical Examinations,2022,,1.1,Active observational sensing,主动观察式检测,A6,Active auscultation and acoustic examination,主动听诊与声学检查,,A6,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2201.09511v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:autonomousrobotictissuepalpationandabnormalitiescharacterisationviaergodicexploration,Autonomous Robotic Tissue Palpation and Abnormalities Characterisation via Ergodic Exploration,2026,,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2602.14287v1,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
title:autonomousroboticultrasoundsystemforliverfollowupdiagnosispilotphantomstudy,Autonomous Robotic Ultrasound System for Liver Follow-up Diagnosis: Pilot Phantom Study,2024,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2405.05787v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:bronchocopilottowardsautonomousroboticbronchoscopyviamultimodalreinforcementlearning,BronchoCopilot: Towards Autonomous Robotic Bronchoscopy via Multimodal Reinforcement Learning,2024,,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,,A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2403.01483v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:completeautonomousroboticnasopharyngealswabsystemwithevaluationonastochasticallymovingphantomhead,Complete Autonomous Robotic Nasopharyngeal Swab System with Evaluation on a Stochastically Moving Phantom Head,2024,,1.3,Sample-based interactive diagnosis,采样式交互诊断,S5,Swab and cavity-specimen collection,拭子与腔道标本采集,,S5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2408.13100,http://arxiv.org/abs/2408.13100v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:daissphaseawareimitationlearningfordualarmroboticultrasoundguidedinterventions,DAISS: Phase-Aware Imitation Learning for Dual-Arm Robotic Ultrasound-Guided Interventions,2026,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2603.07663v1,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
title:designandevaluationofacompliantquasidirectdriveendeffectorforsaferoboticultrasoundimaging,Design and Evaluation of a Compliant Quasi Direct Drive End-effector for Safe Robotic Ultrasound Imaging,2024,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.ncbi.nlm.nih.gov/pmc/articles/9211764,http://arxiv.org/abs/2410.03086v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:dopusnetqualityawareroboticultrasoundimagingbasedondopplersignal,DopUS-Net: Quality-Aware Robotic Ultrasound Imaging based on Doppler Signal,2023,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2305.08938v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:embodiedusfsfastslowintelligenceforultrasoundrobotics,EmbodiedUS-FS: Fast Slow Intelligence for Ultrasound Robotics,2026,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2606.22319v1,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
title:enablingmammographywithcoroboticultrasound,Enabling Mammography with Co-Robotic Ultrasound,2023,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2312.10309v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:feasibilityofaugmentedrealityguidedroboticultrasoundwithconebeamctintegrationforspineprocedures,Feasibility of Augmented Reality-Guided Robotic Ultrasound with Cone-Beam CT Integration for Spine Procedures,2026,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,http://www.thespinejournalonline.com/article/S1529943021001558/pdf,http://arxiv.org/abs/2603.22174v1,OpenAlex; arXiv,comparable conservative automated title screen; full-text inclusion pending
title:feasibilityofremotelandmarkidentificationforcricothyrotomyusingroboticpalpation,Feasibility of Remote Landmark Identification for Cricothyrotomy Using Robotic Palpation,2021,,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,,http://arxiv.org/abs/2110.12078v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
title:followthecurveroboticultrasoundnavigationwithlearningbasedlocalizationofspinousprocessesforscoliosisassessment,Follow the Curve: Robotic-Ultrasound Navigation with Learning Based Localization of Spinous Processes for Scoliosis Assessment,2021,,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09754360.pdf,http://arxiv.org/abs/2109.05196v1,arXiv,comparable conservative automated title screen; full-text inclusion pending
