source,source_id,title,abstract,year,doi,record_url,public_full_text_url,public_full_text_identified,publication_type,mechanism_code,task_code,query,sources,source_ids,queries,work_key,task_en,task_cn,screening_decision,screening_reason,screening_level
Europe PMC,41571025,Atypical Histology in Pulmonary Biopsies Obtained Using Robotic-Assisted Bronchoscopy: Natural History and Clinical Practice.,"<h4>Background</h4>A recent consensus statement recommends that atypical cells are considered nondiagnostic specimens in the calculation of diagnostic yield. This study investigated the natural history and malignancy rate of atypical cells and practice patterns of clinicians encountering these biopsy results.<h4>Methods</h4>This was a subset analysis of a prospective, multicenter study evaluating the safety and diagnostic outcomes of robotic-assisted bronchoscopy for pulmonary nodules. Nondiagnostic samples, including those with and without atypical cells, were included for this analysis, with an ultimate diagnosis of benign if lesion size remained stable or decreased through 12 months or malignant if enlarging on computed tomography or on the basis of repeat biopsy. Lesion characteristics and clinical outcomes were compared with the Fisher exact test.<h4>Results</h4>Of 679 patients in the study, 196 had a nondiagnostic biopsy without atypical cells (NDwo), and 47 nondiagnostic biopsies had evidence of atypical cells (NDwA). Pretest probability for malignancy was similar (79% NDwo and 83% NDwA, medium risk with Brock University prediction; P = .870). Malignancy was the final diagnosis in 33% of NDwo and 68% of NDwA (P < .001). A total of 48% of NDwo and 26% of NDwA were diagnosed as benign, and 19% and 6% of NDwo and NDwA, respectively, were inconclusive. A total of 21% of NDwA, compared with 4.6% of NDwo, were in patients referred directly to cancer therapy without repeat imaging or biopsy (P < .001).<h4>Conclusions</h4>More than two-thirds of biopsies resulting in NDwA status manifest in malignancy on follow-up. One in 5 patients with these results is referred to treatment without further interventions.",2026,10.1016/j.athoracsur.2025.12.041,https://openalex.org/W7125015749,https://doi.org/10.1016/j.athoracsur.2025.12.041,1,Multicenter Study; Journal Article,1.1,A3,robotic bronchoscopy,Europe PMC; OpenAlex,41571025; https://openalex.org/W7125015749,robotic bronchoscopy,doi:10.1016/j.athoracsur.2025.12.041,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
Europe PMC,42449736,Predictors of Diagnostic Yield in Shape-Sensing Robotic-Assisted Bronchoscopy (ssRAB): A Retrospective Single-Center Study.,"<b>Background/Objectives:</b> Robotic-assisted bronchoscopy has emerged as an advanced technique for the evaluation of peripheral pulmonary lesions, offering improved navigation and targeting accuracy. While several studies investigating other diagnostic modalities have identified factors associated with higher diagnostic yield, such determinants remain poorly defined for shape-sensing robotic-assisted bronchoscopy (ssRAB). This study therefore aimed to identify predictors of diagnostic yield in robotic bronchoscopy. <b>Methods:</b> This retrospective single-center study included all consecutive patients who underwent ssRAB (ION<sup>TM</sup> system, Intuitive Surgical, Sunnyvale, CA, USA) between August 2024 and March 2026. Lung nodules undergoing marker placement only or procedures performed without cone-beam CT (CBCT) guidance were excluded. Collected variables included demographic characteristics, lesion size, lesion density (solid, part-solid, ground-glass), biopsy modality, and number of biopsy samples obtained. Diagnostic yield was defined as a definitive pathological diagnosis of the target lesion. Predictors of diagnostic success were assessed using univariable logistic regression. <b>Results:</b> In total, 111 pulmonary nodules were included in the analysis. The overall diagnostic yield was 88.3% (98/111). The mean patient age was 64.94 ± 7.9 years, with a predominance of female patients (58.4%). No significant associations were observed between diagnostic yield and lesion size (odds ratio [OR] 1.014 per mm; <i>p</i> = 0.764), lesion density (<i>p</i> = 0.892), or biopsy instrument (<i>p</i> = 0.835). However, an increased number of biopsy samples showed a positive association with diagnostic yield, showing a statistical trend (OR 1.22 per additional sample; <i>p</i> = 0.084). <b>Conclusions:</b> Robotic-assisted bronchoscopy provides a high diagnostic yield for peripheral pulmonary lesions. The number of biopsy samples appears to be the most relevant modifiable factor influencing diagnostic success, underscoring the importance of adequate tissue acquisition. In contrast, lesion characteristics and biopsy modality did not significantly affect outcomes in this cohort.",2026,10.3390/diagnostics16131954,https://openalex.org/W7165683370,https://doi.org/10.3390/diagnostics16131954,1,Journal Article,1.1,A3,robotic bronchoscopy,Europe PMC; OpenAlex,42449736; https://openalex.org/W7165683370,robotic bronchoscopy,doi:10.3390/diagnostics16131954,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W7162556141,Nodulomics: Histopathologic and genomic heterogeneity among multiple malignant pulmonary nodules sampled by robotic-assisted bronchoscopy.,"8049 Background: Multiple pulmonary nodules (MPN) pose significant challenges for accurate staging of non-small cell lung cancer (NSCLC). As next generation sequencing (NGS) technologies have become more widely available on smaller amounts of tissue, the prevalence and clinical implications of heterogeneity between MPNs are poorly understood. This study retrospectively evaluates the histopathological and NGS findings after MPN biopsy in a single robotic-assisted bronchoscopy (RaB) procedure. Methods: 191 patients were retrospectively enrolled at 6 geographically diverse centers in the US. All patients had 2+ pulmonary nodules biopsied and staging EBUS in the same procedure. An expert molecular pathologist reviewed NGS data between nodule pairs to determine if they were discordant, concordant, or indeterminate. Results: Of 191 patients, 85 patients had 2 malignant nodules with 15 of those demonstrating histopathologic heterogeneity (e.g., one adenocarcinoma, one squamous cell carcinoma). 26 patients with 2 malignant nodules of similar histopathology demonstrated molecular heterogeneity between nodules. These cases were reviewed by an expert molecular pathologist who determined the following breakdown: -15 discordant pairs (57.7%) -3 concordant pairs (11.5) -8 indeterminate pairs (30.8%) Breakdown by nodule density: -Discordant: 7 same density, 8 different density -Concordant: 3 same density -Indeterminate: 5 same density, 3 different density Breakdown by nodule laterality: -Discordant: 7 ipsilateral, 8 contralateral -Concordant: 2 ipsilateral, 1 contralateral -Indeterminate: 4 ipsilateral, 4 contralateral Staging EBUS was performed in all 26 cases with malignancy identified in 2 cases. NGS sufficiency for NSCLC from three sites with standardized NGS reporting was as follows: 1 st nodule biopsied: 42/54 (77.8%), 2 nd nodule biopsied: 37/51 (72.5%), 3 rd nodule biopsied: 2/4 (50%). In total, 90/109 (82.6%) NSCLC samples had adequate tissue for NGS. In 85 cases with 2 malignant nodules, 35 (41.2%) had all nodules Stage IIB or lower. Notably, 25 (29.4%) of the cases did not have NGS available on one or more of the nodules, thus precluding staging. Conclusions: This study highlights the frequency and clinical relevance of histopathologic and molecular heterogeneity among synchronous MPNs. Importantly, heterogeneity was not limited to contralateral or anatomically distant lesions, challenging the assumption that spatial proximity implies clonal relatedness. Further, this study shows that relying solely on density or radiographic features of a nodule is an incomplete discriminator between separate primary lung cancers and intrapulmonary metastasis. Our findings support the need for an integrated diagnostic paradigm in which sampling of multiple lesions is used to inform clonality, refine staging, and guide precision therapy.",2026,10.1200/jco.2026.44.16_suppl.8049,https://openalex.org/W7162556141,,0,conference-abstract,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W7162556141,robotic bronchoscopy,doi:10.1200/jco.2026.44.16_suppl.8049,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4415520359,"EP.18.02 Multicenter, Prospective Study on the Precise Diagnosis and Treatment of Shape-Sensing Robotic-Assisted Bronchoscopy",,2025,10.1016/j.jtho.2025.09.1743,https://openalex.org/W4415520359,,0,article,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W4415520359,robotic bronchoscopy,doi:10.1016/j.jtho.2025.09.1743,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4416700441,INTRAPROCEDURAL CONE BEAM CT DURING ROBOTIC-ASSISTED BRONCHOSCOPY IMPROVES DIAGNOSTIC YIELD AND SENSITIVITY FOR MALIGNANCY,,2025,10.1016/j.chest.2025.07.3321,https://openalex.org/W4416700441,https://journal.chestnet.org/article/S0012-3692(25)04153-4/pdf,1,article,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W4416700441,robotic bronchoscopy,doi:10.1016/j.chest.2025.07.3321,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4416102615,P216 Robotic assisted bronchoscopy with cone-beam CT imaging for multiple nodules: diagnostic and safety outcomes,"<h3>Introduction</h3> The introduction of lung screening programmes and more widespread use of CT imaging has led to a rise in the number of identified pulmonary nodules. It has been reported that 48% of baseline scans in the NELSON study had multiple nodules.<sup>1</sup> This raises the question about potential management of these nodules especially if there is no evidence of lymph node involvement and when multiple nodules can upstage primary lung malignancy. While CT-guided transthoracic biopsy remains the gold standard method, the role of shape-sensing robotic assisted bronchoscopy (ssRAB) in this cohort of patients has not been fully explored. We report here the diagnostic and safety outcomes for multiple nodule biopsy using ssRAB with cone-beam CT (CBCT) imaging. <h3>Methods</h3> Between April 2023 and February 2025, a retrospective analysis was performed for prospectively collected data on patients undergoing ssRAB with CBCT for two or more suspicious nodules. All patients underwent a procedure under general anaesthesia with adjunctive radial EBUS. Demographics, nodule characteristics, diagnostic and safety outcomes were collected. <h3>Results</h3> A total of 611 nodules were biopsied in 500 patients. There were 95 patients who underwent procedures for multiple nodules, of which 15 were excluded due to lesion size over 30 mm. The final analysis included 80 patients with 171 biopsied nodules. 70 patients had 2 nodules; 9 had 3 nodules and 1 had 4 nodules biopsied. 50% of the procedures were bilateral. The diagnostic yield was 92.5%. Synchronous tumours were identified in 15 patients and metastatic disease in 10 patients. There were 8 pneumothoraces (10%) with 4 (5%) requiring a chest drain. <h3>Conclusion</h3> The use of shape-sensing robotic-assisted bronchoscopy with CBCT to biopsy multiple nodules is feasible with an excellent diagnostic yield and safety profile. There is additional evidence that biopsying multiple nodules can impact management through the identification of synchronous lesions and potentially increase staging accuracy for cancer diagnoses. <h3>Reference</h3> Heuvelmans MA, Walter JE, Peters RB, Bock GH, Yousaf-Khan U, Aalst CMV, <i>et al</i>. Relationship between nodule count and lung cancer probability in baseline CT lung cancer screening: the NELSON study. <i>Lung Cancer</i> 2017;<b>113</b>:45–50.",2025,10.1136/thorax-2025-btsabstracts.397,https://openalex.org/W4416102615,,0,conference-abstract,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W4416102615,robotic bronchoscopy,doi:10.1136/thorax-2025-btsabstracts.397,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
Europe PMC,42548431,Investigating Partial Registration for Optimizing Robotic-Assisted Bronchoscopy Evaluations of Peripheral Lung Nodules (I-PROBE).,"<h4>Background</h4>Robotic-assisted bronchoscopy has transformed the diagnostic approach to lung cancer by improving access to peripheral pulmonary lesions (PPLs). Among these platforms, shape-sensing robotic-assisted bronchoscopy (ssRAB) relies on registration techniques to align virtual airway maps with patient anatomy. However, conventional full registration may not be essential for optimal accuracy and potentially add unnecessary time. We evaluated the novel technique of partial registration and assessed its feasibility and efficacy during ssRAB.<h4>Research question</h4>During ssRAB, how does partial registration impact the technical accuracy in targeting PPLs compared to full registration?<h4>Study design and methods</h4>A prospective comparative study was conducted on 22 patients undergoing ssRAB for tissue diagnosis of PPLs < 2 cm in size. The accuracy of lesion localization was determined by the target center distance (TCD), which is the difference between the plan's predicted target center after registration and the intraprocedural cone-beam CT target center. The mean TCD values were calculated for full and partial registration techniques and compared.<h4>Results</h4>There was significant improvement in TCD with partial registration over full registration. Specifically, for full registration, the mean TCD was 9.23 mm. In contrast, partial registration achieved a mean TCD of 7.00 mm, suggesting enhanced accuracy with the partial registration technique (<i>P</i> = .0383). In subgroup analysis, this difference was most noticeable in the posterior lung fields (10.73 vs 6.32 mm) and lower lobes (9.15 vs 6.77 mm).<h4>Interpretation</h4>Our results indicate that partial registration offers a feasible and efficient alternative for targeting small PPLs during ssRAB. These findings suggest that the full registration may not be necessary, because partial registration demonstrates comparable lesion localization accuracy-and possibly superior in certain cases. Further research is warranted to confirm these technical advantages and to confirm whether they translate into improved diagnostic outcomes.",2026,10.1016/j.chpulm.2025.100229,https://openalex.org/W7107857782,https://doi.org/10.1016/j.chpulm.2025.100229,1,Journal Article,1.1,A3,robotic bronchoscopy,Europe PMC; OpenAlex,42548431; https://openalex.org/W7107857782,robotic bronchoscopy,doi:10.1016/j.chpulm.2025.100229,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W7133124936,Detailed representation of the procedural workflow combining robotic and ultrathin bronchoscopy to optimize diagnostic yield in cavitary lung lesions.,,2026,10.21037/asvide.2026.054,https://openalex.org/W7133124936,,0,article,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W7133124936,robotic bronchoscopy,doi:10.21037/asvide.2026.054,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4410269168,Beyond the Traditional Scope: Robotic-assisted Bronchoscopy for Lung Nodule Diagnosis in High-risk Lung Transplant Recipients,"Abstract Introduction: The emergence of robotic-assisted bronchoscopy (RAB) has the potential to improve diagnostic accuracy and yield for lung nodules, along with mediastinal and hilar staging in a single procedure. For lung transplant recipients (LTRs), RAB provides a minimally invasive, precise approach that significantly lowers the risk of harming the lung allograft. Its high-quality tissue sampling capabilities enable accurate diagnosis of malignancies and help differentiate between infections, graft rejection, and other posttransplant complications. This study aims to describe our center's experience using RAB for diagnosis of lung nodules in LTRs. Methodology: We retrospectively reviewed 545 patients who underwent first-time RAB at our center from 2021 to 2023. All LTRs who underwent RAB for lung nodule biopsy were included in the study. Results: Of the 20 LTRs that underwent RAB, the median age was 61 (IQR 54, 68) years, 65% (13/20) were men, and 35% (7/20) were biopsied bilaterally. A total of 29 lung nodules were biopsied, and the median procedure time was 38 minutes (IQR 28, 50). The most common nodule targets were located in the left upper lobe (27.5%, 8/29) and the right upper lobe (24.1%, 7/29). The majority of target nodules measured from 11-20 mm (31.1%, 9/29), with nearly half (48.5%, 14/29) located in the outer third of the lung (≥3 cm from the pleura). A bronchus sign was present in 37.9% (11/29) of nodules. Intraoperative CT was used in 45% (9/20) of procedures, and fiducial markers were placed in 15% (3/20). A 1.1 mm cryoprobe was the most common biopsy instrument used (70%, 14/20) per-procedure, followed by fine needle aspiration (45%, 9/20), and forceps and brush (15%, 3/20). The concordance rate between preliminary and final diagnoses was 56% (14/25), with a diagnostic yield of 86.2% (25/29). Cancer was diagnosed in 20.6% (6/29) of target nodules, while 41.3% (19/29) were inflammatory or infectious and 13.7% (4/29) yielded no diagnosis; none of the inflammatory, infectious, or non-diagnostic nodules were subsequently diagnosed as malignant. Complication rates were minimal, with no major bleeding and one pneumothorax. Conclusions: Robotic assisted bronchoscopy has a high diagnostic yield and can be safely used to characterize lung nodules in LTRs. It may also be a particularly useful tool for nodules that are too small or too peripheral to approach with other diagnostic modalities.",2025,10.1164/ajrccm.2025.211.abstracts.a1150,https://openalex.org/W4410269168,,0,conference-abstract,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W4410269168,robotic bronchoscopy,doi:10.1164/ajrccm.2025.211.abstracts.a1150,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
Europe PMC,42182745,Shape-sensing robotic-assisted versus electromagnetic navigation bronchoscopy for peripheral pulmonary lesions: a single-operator experience.,"<h4>Background</h4>Electromagnetic navigation bronchoscopy (ENB) and shape sensing robotic assisted bronchoscopy (ssRAB) are used to sample peripheral pulmonary lesions (PPLs). Comparative data between ENB and ssRAB, particularly in the absence of advanced three-dimensional imaging, remain limited. We compared the performance of ENB and ssRAB performed by a single interventional pulmonologist at a large urban hospital.<h4>Methods</h4>We performed a single-center retrospective analysis of ENB procedures performed between December 2020 and June 2023 and ssRAB procedures performed between September 2023 and August 2024. All procedures used radial endobronchial ultrasound and two-dimensional fluoroscopy. Neither modality was used with cone beam computed tomography (CT), digital tomosynthesis, or rapid on-site evaluation. Diagnostic yield, final diagnostic accuracy, number of procedures required to establish a diagnosis of malignancy, and complications were compared.<h4>Results</h4>A total of 359 patients were included (ENB 226; ssRAB 133). Strict diagnostic yield from the index procedure was 64% for both technologies. Final diagnostic accuracy was 71.2% for ENB and 76% for ssRAB (P=0.39). Patients undergoing ssRAB required fewer procedures to establish a malignant diagnosis, with 84.6% diagnosed after a single procedure compared with 60.8% for ENB (P=0.007). PPLs sampled with ssRAB were smaller than those sampled with ENB (median size 1.7 <i>vs.</i> 2.4 cm, P<0.001). Pneumothorax occurred in two ENB cases and one ssRAB case, with an overall complication rate of <1%. Time from initial chest CT to biopsy was similar between groups.<h4>Conclusions</h4>In this single operator, large hospital experience, ssRAB achieved similar diagnostic yield to ENB while sampling smaller PPLs and requiring fewer procedures to obtain a final malignant diagnosis. These findings suggest the feasibility of integrating ssRAB into large hospital settings even if staffed by one interventional pulmonologist.",2026,10.21037/jtd-2025-1-2623,https://openalex.org/W7159838972,https://doi.org/10.21037/jtd-2025-1-2623,1,research-article; Journal Article,1.1,A3,robotic bronchoscopy,Europe PMC; OpenAlex,42182745; https://openalex.org/W7159838972,robotic bronchoscopy,doi:10.21037/jtd-2025-1-2623,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4404104000,Diagnostic Yield of Shape-Sensing Robotic-Assisted Bronchoscopy for Peripheral Pleural-Based and Fissure-Based Pulmonary Nodules,"<bold>Introduction:</bold> Peripheral pleural-based and fissure-based pulmonary nodules are frequently biopsied through computed tomography-guided biopsy (CTTB), with a high diagnostic yield. However, CTTB is associated with a significant rate of complications including pneumothorax and bleeding of up to 33%. Shape-sensing robotic-assisted bronchoscopy (ssRAB) has the capacity to reach the peripheral pleura and interlobar fissures for sampling lung lesions, with potentially fewer complications. <bold>Objective:</bold> Evaluate diagnostic yield of ssRAB for peripheral pleural-based and interlobar fissure-based lung nodules. <bold>Methods:</bold> Retrospective review of patients who underwent ssRAB for evaluation of peripheral pleural-based and interlobar fissure-based lung nodules from June 2020 to June 2023. Primary outcome was diagnostic yield. Secondary outcomes were lung nodules characteristics and rate of complications which required intervention. <bold>Results:</bold> We analyzed 82 nodules from 79 patients, 49 (59.8%) located in the peripheral pleura and 33 (40.2%) in interlobar fissures. Median maximum and minimum diameter were 1.90 x 1.40cm (IQR 1.56 - 2.33; 1.10 - 1.83cm). The overall diagnostic yield was 87.8% (72/82) and sensitivity for malignancy was 85.7% (48/56). When used, needle aspiration was diagnostic in 70% (39/55) and cryobiopsy with 1.1mm cryoprobe in 95% (19/20) of malignant lesions. Three pneumothorax requiring chest tube insertion (3.7%) were reported post-procedure, no associated mortality. <bold>Conclusion:</bold> For peripheral pleural-based and fissure-based nodules, ssRAB demonstrates a high diagnostic performance and safety profile.",2024,10.1183/13993003.congress-2024.oa2796,https://openalex.org/W4404104000,,0,conference-abstract,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W4404104000,robotic bronchoscopy,doi:10.1183/13993003.congress-2024.oa2796,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4410275069,Time Didn't Heal All Wounds: Long-Ago Foreign Body Aspiration Addressed With Robotic Navigational Bronchoscopy,"Abstract Introduction: Foreign body aspiration (FBA) primarily occurs in children, with most cases quickly identified via radiograph/bronchoscopy. However, non-emergent presentations can pose a diagnostic challenge, particularly in adults with insidious symptoms. Significant time since aspiration event can further complicate therapy. Our case involves FBA that occurred 20 years prior, with subsequent development of chronic cough and hemoptysis with multiple rounds of outpatient treatment for pneumonia prior to identification of a left upper lobe (LUL) mass requiring interventional pulmonology consultation. Case Presentation: A 30-year-old woman from Sudan presents with a history of intermittent hemoptysis for the last 10-15 years. Previous CT imaging in Sudan purportedly identified a LUL opacity concerning for possible AVM with no further follow-up, and patient reported multiple rounds of outpatient treatment for pneumonia both in Sudan and since coming to the United States. This year, patient developed another episode of acute cough with hemoptysis, initially treated with azithromycin, but with CT in the US subsequently identifying a 4.5 cm LUL mass distal to occluded LUL anterior segment bronchus with small focus of metal attenuation within the mass. Patient was seen by pulmonology, and further history revealed an aspiration event of a push pin around age 7, never retrieved with only having had an EGD. Patient underwent robotic bronchoscopy which identified mucopurulent discharge and broncholith obstructing the left upper lobe apical segment requiring cryo probe debridement, beyond which was cavernous bronchiectasis with significant granulation tissue and stenosed airways. The plastic head of a pin was removed, and stenosis of airways due to chronic inflammation was addressed with balloon dilation. Monarch robotic bronchoscope was inserted to locate the metallic pin, with successful navigation to within 0 mm of the lesion with cone beam CT indicating the metal pin was directly ahead of the tip of the bronchoscope. Significant debridement with robotic and flexible scope was performed, though metal pin was ultimately not retrieved. Patient was treated for post-obstructive pneumonia, with remaining work-up/biopsies negative and with resolution of her symptoms. Discussion: Our case highlights the importance of foreign body aspiration as a differential diagnostic consideration even in adult patients with chronic hemoptysis and recurrent pneumonias. Granulomatous inflammation can lead to formation of a broncholith/endobronchial obstruction requiring debridement, and robotic navigational bronchoscopy provides additional options to maximize success at removal of the foreign bodies.",2025,10.1164/ajrccm.2025.211.abstracts.a6198,https://openalex.org/W4410275069,,0,conference-abstract,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W4410275069,robotic bronchoscopy,doi:10.1164/ajrccm.2025.211.abstracts.a6198,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W7161538800,C78-19 Utilization of Ion Robotic-Guided Navigational Bronchoscopy in the Diagnosis of Pulmonary Nocardiosis Mimicking Lung Cancer,"Abstract Introduction Nocardia is a weakly gram-positive, partially acid-fast bacillus. Ubiquitous in the environment, it classically causes opportunistic infections in immunocompromised individuals. We report a case of Pulmonary Nocardiosis in an immunocompetent individual that mimicked lung cancer, and describe the utilization of the Ion shape-sensing robotic-assisted bronchoscope (SSRAB) in clinching the diagnosis. Case Report A 61-year-old male with COPD and a 40-pack-year history of smoking was referred to our center for workup of suspected lung cancer. His symptoms consisted of cough, shortness of breath, and wheezing that began five months prior, following a respiratory illness. Initial chest X-rays were unremarkable. Despite treatment with three courses of antibiotics and steroids, cough persisted. He developed blood-streaked sputum and subsequently lost approximately 10 lbs. A follow-up CT scan of the chest (Figure 1A) revealed a 5.9 x 5.3 x 8.4 cm mass in the left upper lobe (LUL) with partial cavitation and necrosis, along with mediastinal and left hilar adenopathy. A local pulmonologist evaluated him and recommended left upper lobectomy for potential malignancy. At our center, physical exam revealed decreased breath sounds, while PFTs revealed a mild obstructive pattern. We decided on SSRAB for further workup, which revealed extensive mucus plugging throughout the entire tracheobronchial tree. Bronchoalveolar lavage, brushings, and transbronchial needle aspiration revealed marked inflammation with numerous filamentous organisms, but no malignancy. Pulmonary Nocardiosis was confirmed with the microbiologist. He was treated with Trimethoprim-Sulfamethoxazole for six months, with complete clinical and radiological (Figure 1B to 1C) recovery. Discussion Our case highlights a novel utility of the Ion SSARB in clarifying an uncommon presentation of Pulmonary Nocardiosis, thus preventing unnecessary surgical morbidity. Patients with COPD are at greater risk of Pulmonary Nocardiosis, possibly due to airway remodeling in these patients and recurrent corticosteroid use in those with recurrent flares. Importantly, Pulmonary Nocardiosis can mimic lung cancer. Diagnosis can be challenging, with contributory factors including the subacute presentation of Nocardiosis and its relative rarity. Regardless, aggressively chasing a tissue diagnosis is imperative. Navigation bronchoscopy improves diagnostic accuracy, incorporating radial EBUS and a thin flexible scope to reach peripheral lesions. In our patient, SSARB permitted early microbiological confirmation via rapid on-site evaluation. This also minimized procedure-related morbidity, as an unnecessary surgical lobectomy with mediastinal sampling was avoided. With its increasing accessibility, we advocate for the routine use of navigation bronchoscopies as the standard of care in the evaluation of lung nodules or masses. This abstract is funded by: None",2026,10.1093/ajrccm/aamag162.3550,https://openalex.org/W7161538800,,0,article,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W7161538800,robotic bronchoscopy,doi:10.1093/ajrccm/aamag162.3550,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
OpenAlex,https://openalex.org/W4367605135,Single-anesthesia for Robotic-assisted Bronchoscopy and Robotic Lobectomy in Diagnosis and Treatment of Stage I Non-small Cell Lung Cancer Reduces Time to Curative Intervention,,2023,10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a1283,https://openalex.org/W4367605135,,0,conference-abstract,1.1,A3,robotic bronchoscopy,OpenAlex,https://openalex.org/W4367605135,robotic bronchoscopy,doi:10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a1283,Tethered endoluminal or intracavitary observation and navigation,有缆腔内或腔道内观察与导航,candidate,title/abstract supports task concept plus controllable physical action; full-text loop verification pending,deterministic title/abstract screen; full-text eligibility and loop verification pending
