task_code,domain,task,paper_key,title,year,doi,sources,record_url,public_full_text_identified,best_public_url,screening_level
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.3389/frobt.2022.896267,"Towards Autonomous Robotic Biopsy-Design, Modeling and Control of a Robot for Needle Insertion of a Commercial Full Core Biopsy Instrument.",2022,10.3389/frobt.2022.896267,Crossref; Europe PMC; OpenAlex,https://doi.org/10.3389/frobt.2022.896267,yes,https://doi.org/10.3389/frobt.2022.896267,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3389/frobt.2022.940062,Towards Autonomous Robotic Minimally Invasive Ultrasound Scanning and Vessel Reconstruction on Non-Planar Surfaces.,2022,10.3389/frobt.2022.940062,Europe PMC; OpenAlex,https://doi.org/10.3389/frobt.2022.940062,yes,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2022.940062/pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3389/frobt.2024.1383732,Autonomous ultrasound scanning robotic system based on human posture recognition and image servo control: an application for cardiac imaging.,2024,10.3389/frobt.2024.1383732,Europe PMC; OpenAlex,https://doi.org/10.3389/frobt.2024.1383732,yes,https://www.frontiersin.org/articles/10.3389/frobt.2024.1383732/pdf?isPublishedV2=False,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3389/frobt.2024.1405169,SonoBox: development of a robotic ultrasound tomograph for the ultrasound diagnosis of paediatric forearm fractures.,2024,10.3389/frobt.2024.1405169,Europe PMC; OpenAlex,https://doi.org/10.3389/frobt.2024.1405169,yes,https://doi.org/10.3389/frobt.2024.1405169,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3389/frobt.2025.1527686,Autonomous robotic ultrasound scanning system: a key to enhancing image analysis reproducibility and observer consistency in ultrasound imaging.,2025,10.3389/frobt.2025.1527686,Europe PMC; OpenAlex,https://doi.org/10.3389/frobt.2025.1527686,yes,https://doi.org/10.3389/frobt.2025.1527686,conservative automated title screen
A4,Active observational sensing,Robotic bronchoscopy navigation,doi:10.3389/fsurg.2025.1566902,Robotic-assisted bronchoscopy—advancing lung cancer management,2025,10.3389/fsurg.2025.1566902,Crossref; OpenAlex,https://doi.org/10.3389/fsurg.2025.1566902,yes,https://www.frontiersin.org/journals/surgery/articles/10.3389/fsurg.2025.1566902/pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3390/act13020062,Force Tracking Control Method for Robotic Ultrasound Scanning System under Soft Uncertain Environment,2024,10.3390/act13020062,Crossref; OpenAlex,https://doi.org/10.3390/act13020062,yes,https://www.mdpi.com/2076-0825/13/2/62/pdf?version=1707201125,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3390/act15060333,Research on Robotic Force Control for Infant Hip Ultrasound,2026,10.3390/act15060333,Crossref,https://doi.org/10.3390/act15060333,yes,https://doi.org/10.3390/act15060333,conservative automated title screen
A6,Active observational sensing,Robotic auscultation,doi:10.3390/app13031604,Development of a Collaborative Robotic Platform for Autonomous Auscultation,2023,10.3390/app13031604,Crossref; OpenAlex,https://doi.org/10.3390/app13031604,yes,https://www.mdpi.com/2076-3417/13/3/1604/pdf?version=1675765045,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,doi:10.3390/app9122573,Compensating Uncertainties in Force Sensing for Robotic-Assisted Palpation,2019,10.3390/app9122573,Crossref; OpenAlex,https://doi.org/10.3390/app9122573,yes,https://www.mdpi.com/2076-3417/9/12/2573/pdf?version=1561448704,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3390/bios11120522,"AI-Enabled, Ultrasound-Guided Handheld Robotic Device for Femoral Vascular Access",2021,10.3390/bios11120522,Crossref,https://doi.org/10.3390/bios11120522,yes,https://www.mdpi.com/2079-6374/11/12/522/pdf?version=1640056879,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3390/electronics14102063,Robotic Ultrasound Diagnostic System for Non-Destructive Testing in Highly Variable Production,2025,10.3390/electronics14102063,Crossref; OpenAlex,https://doi.org/10.3390/electronics14102063,yes,https://www.mdpi.com/2079-9292/14/10/2063/pdf?version=1747733873,conservative automated title screen
A4,Active observational sensing,Robotic bronchoscopy navigation,doi:10.3390/mi14050969,Path Planning and Navigation of Miniature Serpentine Robot for Bronchoscopy Application.,2023,10.3390/mi14050969,Europe PMC; OpenAlex,https://doi.org/10.3390/mi14050969,yes,https://www.mdpi.com/2072-666X/14/5/969/pdf?version=1683190115,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.3390/mi17030327,Posture Tracking of Active Capsule Endoscopes Integrated with Magnetic Actuation Using Hall-Effect Sensors.,2026,10.3390/mi17030327,Europe PMC,https://doi.org/10.3390/mi17030327,yes,https://www.mdpi.com/2072-666X/17/3/327/pdf?version=1772699618,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3390/robotics13110164,HaptiScan: A Haptically-Enabled Robotic Ultrasound System for Remote Medical Diagnostics,2024,10.3390/robotics13110164,Crossref; OpenAlex,https://doi.org/10.3390/robotics13110164,yes,https://www.mdpi.com/2218-6581/13/11/164/pdf?version=1731242262,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3390/robotics15020037,Patient Acceptability of Automated Robotic Ultrasound by Patient Profile,2026,10.3390/robotics15020037,Crossref; OpenAlex,https://doi.org/10.3390/robotics15020037,yes,https://www.mdpi.com/2218-6581/15/2/37/pdf,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,doi:10.3390/s22228670,Force-Sensorless Identification and Classification of Tissue Biomechanical Parameters for Robot-Assisted Palpation.,2022,10.3390/s22228670,Europe PMC; OpenAlex,https://doi.org/10.3390/s22228670,yes,https://www.mdpi.com/1424-8220/22/22/8670/pdf?version=1668059944,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3390/s25020468,Design of a Cost-Effective Ultrasound Force Sensor and Force Control System for Robotic Extra-Body Ultrasound Imaging.,2025,10.3390/s25020468,Europe PMC; OpenAlex,https://doi.org/10.3390/s25020468,yes,https://www.mdpi.com/1424-8220/25/2/468/pdf?version=1736934755,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.3390/s26051723,Target Tissue Identification Based on Image Processing for Regulating Automatic Robotic Lung Biopsy Sampler: Onsite Phantom Validation,2026,10.3390/s26051723,Crossref,https://doi.org/10.3390/s26051723,yes,https://www.mdpi.com/1424-8220/26/5/1723/pdf?version=1773048271,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3390/s26144452,A Robotic Ultrasound System for Automated Abdominal Aorta Screening: Feasibility Study in Healthy Volunteers.,2026,10.3390/s26144452,Europe PMC; OpenAlex,https://doi.org/10.3390/s26144452,yes,https://doi.org/10.3390/s26144452,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.3390/technologies12030033,A Comparison between Kinematic Models for Robotic Needle Insertion with Application into Transperineal Prostate Biopsy,2024,10.3390/technologies12030033,Crossref,https://doi.org/10.3390/technologies12030033,unresolved,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.3390/technologies13020070,Automatic Robotic Ultrasound for 3D Musculoskeletal Reconstruction: A Comprehensive Framework,2025,10.3390/technologies13020070,Crossref; OpenAlex,https://doi.org/10.3390/technologies13020070,yes,https://doi.org/10.3390/technologies13020070,conservative automated title screen
S2,Sample-based interactive diagnosis,Robotic endoscopic/bronchoscopic biopsy,doi:10.34133/cbsystems.0013,A Novel Robotic Bronchoscope System for Navigation and Biopsy of Pulmonary Lesions.,2023,10.34133/cbsystems.0013,Europe PMC,https://doi.org/10.34133/cbsystems.0013,yes,https://spj.science.org/doi/pdf/10.34133/cbsystems.0013?download=true,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.34133/cbsystems.0251,Robotic Ultrasound Scanning End-Effector with Adjustable Constant Contact Force.,2025,10.34133/cbsystems.0251,Europe PMC; OpenAlex,https://doi.org/10.34133/cbsystems.0251,yes,https://spj.science.org/doi/pdf/10.34133/cbsystems.0251,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.36227/techrxiv.23599437,Path Re-planning for Robotic Ultrasound Imaging of Bony Structures,2023,10.36227/techrxiv.23599437,Crossref; OpenAlex,https://doi.org/10.36227/techrxiv.23599437,yes,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.23599437.v1,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.4028/www.scientific.net/amm.772.585,A Virtual Reality System for Pre-Planning of Robotic-Assisted Prostate Biopsy,2015,10.4028/www.scientific.net/amm.772.585,Crossref; OpenAlex,https://doi.org/10.4028/www.scientific.net/amm.772.585,yes,https://doi.org/10.4028/www.scientific.net/amm.772.585,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.4271/2026-99-0751,Adaptive Speed-Regulated Impedance Control for Robotic Ultrasound Scanning: Reducing Constant-Force Tracking Errors,2026,10.4271/2026-99-0751,Crossref; OpenAlex,https://doi.org/10.4271/2026-99-0751,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.52202/083074-0015,Proof-Of-Concept Autonomous Wearable Ultrasound Platform for Enhanced Medical Imaging in Space Missions,2025,10.52202/083074-0015,Crossref,https://doi.org/10.52202/083074-0015,no,,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.54844/mr.2023.0488,Advancing robotic prostate biopsy through artificial intelligence,2024,10.54844/mr.2023.0488,Crossref,https://doi.org/10.54844/mr.2023.0488,yes,https://www.hksmp.com/journals/mr/article/download/488/589,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.5772/intechopen.105069,Learning Robotic Ultrasound Skills from Human Demonstrations,2022,10.5772/intechopen.105069,Crossref,https://doi.org/10.5772/intechopen.105069,yes,https://www.intechopen.com/citation-pdf-url/82056,conservative automated title screen
A3,Active observational sensing,Active/magnetic capsule endoscopy,doi:10.5946/ce.2020.127,A New Active Locomotion Capsule Endoscopy under Magnetic Control and Automated Reading Program,2020,10.5946/ce.2020.127,Crossref,https://doi.org/10.5946/ce.2020.127,yes,https://www.e-ce.org/upload/pdf/ce-2020-127.pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.64898/2025.12.17.694846,Closing the Sim-to-Real Gap: An End-to-End Robotic Ultrasound System Leveraging In Vivo Reinforcement Learning and 3D-Prior Guided Hybrid Control,2025,10.64898/2025.12.17.694846,Europe PMC; OpenAlex,https://doi.org/10.64898/2025.12.17.694846,yes,https://www.biorxiv.org/content/biorxiv/early/2025/12/19/2025.12.17.694846.full.pdf,conservative automated title screen
R6,Response-based interactive diagnosis,Closed-loop TMS response mapping,doi:10.64898/2026.05.15.725366,Automated robotic control system for EEG-BCI-guided closed-loop TMS,2026,10.64898/2026.05.15.725366,Crossref; Europe PMC; OpenAlex,https://doi.org/10.64898/2026.05.15.725366,yes,https://www.biorxiv.org/content/biorxiv/early/2026/05/19/2026.05.15.725366.full.pdf,conservative automated title screen
R4,Response-based interactive diagnosis,Robotic tone/spasticity assessment,doi:10.70322/ire.2026.10003,Development of a Hand Spasticity Testing Device for Quantitative Wrist Spasticity Assessment and Automated Evaluation of the Modified Tardieu Scale,2026,10.70322/ire.2026.10003,Crossref,https://doi.org/10.70322/ire.2026.10003,yes,https://www.sciepublish.com/index/article/view_full_text/id/1105,conservative automated title screen
S1,Sample-based interactive diagnosis,Robotic percutaneous/core biopsy,doi:10.7736/kspe.2016.33.7.565,Characteristics of Needle Insertion Performance of Automated Biopsy Device for Robotic Needle Insertion Type Intervention: Insertion Depth and Accuracy,2016,10.7736/kspe.2016.33.7.565,Crossref,https://doi.org/10.7736/kspe.2016.33.7.565,yes,https://doi.org/10.7736/kspe.2016.33.7.565,conservative automated title screen
S5,Sample-based interactive diagnosis,Robotic swab/specimen collection,doi:10.7746/jkros.2023.18.2.164,Development of Multi-DoF Automatic Nasopharyngeal Swab Sampling Robot,2023,10.7746/jkros.2023.18.2.164,Crossref,https://doi.org/10.7746/jkros.2023.18.2.164,no,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.7863/jum.2007.26.5.645,Automated ultrasound scanning on a dual-modality breast imaging system: coverage and motion issues and solutions.,2007,10.7863/jum.2007.26.5.645,Europe PMC,https://doi.org/10.7863/jum.2007.26.5.645,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.7863/jum.2007.26.5.645,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,doi:10.7863/jum.2010.29.7.1075,Effect of a gel retainment dam on automated ultrasound coverage in a dual-modality breast imaging system.,2010,10.7863/jum.2010.29.7.1075,Europe PMC,https://doi.org/10.7863/jum.2010.29.7.1075,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.7863/jum.2010.29.7.1075,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:0638b05e0bfb6802ff8fd2e1f93991e1ba6e686f,Design and Evaluation of a Compliant Quasi Direct Drive End-effector for Safe Robotic Ultrasound Imaging,2024,,arXiv,http://arxiv.org/abs/2410.03086v1,yes,https://www.ncbi.nlm.nih.gov/pmc/articles/9211764,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:0e88e756ac81e461f5391e5f2022410876edc695,Feasibility of Augmented Reality-Guided Robotic Ultrasound with Cone-Beam CT Integration for Spine Procedures,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2603.22174v1,yes,http://www.thespinejournalonline.com/article/S1529943021001558/pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:11cc089a5f5e10ece1dd819bf16ca19749c9208c,Shape Completion and Real-Time Visualization in Robotic Ultrasound Spine Acquisitions,2025,,arXiv,http://arxiv.org/abs/2508.08923v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:1a0c20ad7d01451fb84ed398e0efaf5379616cb4,Robotic Ultrasound-Guided Femoral Artery Reconstruction of Anatomically-Representative Phantoms,2025,,arXiv,http://arxiv.org/abs/2503.06795v2,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:1fa95fffa431279c1298d6d928c81ad7ab18ec8e,DopUS-Net: Quality-Aware Robotic Ultrasound Imaging based on Doppler Signal,2023,,arXiv,http://arxiv.org/abs/2305.08938v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:203974a7fdd95ea5965a21c4c814b86d593cf255,Implicit Neural Representations for Breathing-compensated Volume Reconstruction in Robotic Ultrasound,2023,,arXiv,http://arxiv.org/abs/2311.04999v2,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:224aa168d843b0515d154a31bbcc7b1e2421193f,Visuotactile and Explicitly Force-Controlled Robotic Ultrasound for Abdominal Volumetric Reconstruction,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2606.05848v1,yes,https://arxiv.org/pdf/2606.05848,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:23cb88292b6ef84a46367103e6a0b51109ff3b46,Style Transfer Enabled Sim2Real Framework for Efficient Learning of Robotic Ultrasound Image Analysis Using Simulated Data,2023,,arXiv,http://arxiv.org/abs/2305.09169v1,yes,https://arxiv.org/pdf/2305.09169,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,title:3f97039642eb8d6676a9e6138d53e194355c1007,Feasibility of Remote Landmark Identification for Cricothyrotomy Using Robotic Palpation,2021,,arXiv,http://arxiv.org/abs/2110.12078v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:48a7ab475972ed799d3701ad2c29c829ba646e68,Robotized Ultrasound Imaging of the Peripheral Arteries -- a Phantom Study,2020,,arXiv,http://arxiv.org/abs/2007.06278v1,yes,https://doaj.org/article/c33f5ea08f184fceba834264fc719de7,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:58709f8eed94c230c27519f144d164aaf5c2fde8,Follow the Curve: Robotic-Ultrasound Navigation with Learning Based Localization of Spinous Processes for Scoliosis Assessment,2021,,arXiv,http://arxiv.org/abs/2109.05196v1,yes,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09754360.pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:597df5cb3d5d41a2726f005ca86ab50a937756e3,Learning rewards for robotic ultrasound scanning using probabilistic temporal ranking,2020,,arXiv,http://arxiv.org/abs/2002.01240v3,yes,https://arxiv.org/pdf/2002.01240,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:5efcd7b06d5eb9317f25bc13ee5ab67bd5343880,ROBOTIC ULTRASOUND SYSTEM WITH MICROADJUSTMENT AND POSITIONING CONTROL USING FEEDBACK RESPONSIVE TO ACQUIRED IMAGE DATA,2010,,Europe PMC,https://europepmc.org/article/PAT/US2010262008,yes,https://www.frontiersin.org/articles/10.3389/fneur.2020.00934/pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:64af74a575db951dc0ee27ea4c36069d8de25570,S-CycleGAN: Semantic Segmentation Enhanced CT-Ultrasound Image-to-Image Translation for Robotic Ultrasonography,2024,,arXiv,http://arxiv.org/abs/2406.01191v2,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:698595a47ae14b6766db576e52255aebe775a6ce,Robotic-assisted Ultrasound for Fetal Imaging: Evolution from Single-arm to Dual-arm System,2019,,arXiv,http://arxiv.org/abs/1902.05458v3,yes,https://arxiv.org/ftp/arxiv/papers/1902/1902.05458.pdf,conservative automated title screen
S5,Sample-based interactive diagnosis,Robotic swab/specimen collection,title:6c84e0a8b8ff7545e768290aea849cec82ba673f,Complete Autonomous Robotic Nasopharyngeal Swab System with Evaluation on a Stochastically Moving Phantom Head,2024,,arXiv,http://arxiv.org/abs/2408.13100v1,yes,https://arxiv.org/pdf/2408.13100,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:7152c37bdd552722bbab00ca341dc9fa5e7bae96,Anatomical Prior-Driven Framework for Autonomous Robotic Cardiac Ultrasound Standard View Acquisition,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2603.21134v1,yes,https://link.springer.com/content/pdf/10.1007/s43154-020-00037-y.pdf,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:74ba92d0eb8b1bc7829060ac8af7e469819f6b31,Towards Autonomous Robotic Kidney Ultrasound: Spatial-Efficient Volumetric Imaging via Template Guided Optimal Pivoting,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2602.16641v1,yes,https://arxiv.org/pdf/2602.16641,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,title:806edfb8ee729f3ec55ffd3eed1b00c649c9cc30,SeeBelow: Sub-dermal 3D Reconstruction of Tumors with Surgical Robotic Palpation and Tactile Exploration,2024,,arXiv,http://arxiv.org/abs/2408.13699v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:894c7402fa38f9eb52c473915a4ea4b05361f1b6,Learning Autonomous Ultrasound via Latent Task Representation and Robotic Skills Adaptation,2023,,arXiv,http://arxiv.org/abs/2307.13323v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:8bbe3ab60687e9f62d9f24b1414db3019007cb15,From Scanning Guidelines to Action: A Robotic Ultrasound Agent with LLM-Based Reasoning,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2603.14393v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:93cac99a26ccf2452596358da6e42e3ad585fef9,EmbodiedUS-FS: Fast Slow Intelligence for Ultrasound Robotics,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2606.22319v1,yes,,conservative automated title screen
R1,Response-based interactive diagnosis,Robotic palpation,title:99b9d5495d40ccc23a6edc0890d0912bea8bddbc,Autonomous Robotic Tissue Palpation and Abnormalities Characterisation via Ergodic Exploration,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2602.14287v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:9ab956f85e62b047f7b6b8a026e093f3ebd071f6,Autonomous Robotic Ultrasound System for Liver Follow-up Diagnosis: Pilot Phantom Study,2024,,arXiv,http://arxiv.org/abs/2405.05787v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:9b0465112bb1744888adf9323eaf07a25d03982a,Tactile-Guided Robotic Ultrasound: Mapping Preplanned Scan Paths for Intercostal Imaging,2025,,arXiv,http://arxiv.org/abs/2507.20282v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:9d7ec34cfb0503f1556802b5d0ac711ec6ea78ce,USPilot: An Embodied Robotic Assistant Ultrasound System with Large Language Model Enhanced Graph Planner,2025,,arXiv,http://arxiv.org/abs/2502.12498v2,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:a46657360dce5d49142e27c2e46127132cb73714,Action-Conditioned World Model for Goal Plane Probe Guidance in Robotic Ultrasound,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2607.21918v2,yes,,conservative automated title screen
A2,Active observational sensing,Robotic endoscopy inspection,title:a773e820c9f383c7ec52428cd6887322e6bd3407,OpenRC: An Open-Source Robotic Colonoscopy Framework for Multimodal Data Acquisition and Autonomy Research,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2604.03781v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:af1f2a2aa199b9aa333314070c22072cfd3ae1bb,Gaze-Guided Robotic Vascular Ultrasound Leveraging Human Intention Estimation,2025,,arXiv,http://arxiv.org/abs/2502.05053v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:bcd365494f6dd5dd04bce547c8386c093bbefd6c,"Force-Ultrasound Fusion: Bringing Spine Robotic-US to the Next ""Level""",2020,,arXiv,http://arxiv.org/abs/2002.11404v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:c383dac36bfed3e4581b26a01b901db9119daacb,DAISS: Phase-Aware Imitation Learning for Dual-Arm Robotic Ultrasound-Guided Interventions,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2603.07663v1,yes,,conservative automated title screen
A4,Active observational sensing,Robotic bronchoscopy navigation,title:c4f54db183f05a8631247a2f9cfc964dfcf71e0f,BronchoCopilot: Towards Autonomous Robotic Bronchoscopy via Multimodal Reinforcement Learning,2024,,arXiv,http://arxiv.org/abs/2403.01483v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:c86d259f8935d36d3fca0277686783f91da00e1d,RAG-RUSS: A Retrieval-Augmented Robotic Ultrasound for Autonomous Carotid Examination,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2603.01153v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:c9fa5556bbef5493fc594523ea08161990b27e31,APP-RUSS: Automated Path Planning for Robotic Ultrasound System,2023,,arXiv,http://arxiv.org/abs/2310.14297v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:d45d0f6799d3b4f987c95907b63f625e1f607500,SAMe: A Semantic Anatomy Mapping Engine for Robotic Ultrasound,2026,,OpenAlex; arXiv,http://arxiv.org/abs/2604.25646v2,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:dddc0fd427ecbbc4c2a0366d96f89ec08744987a,From design through to clinical validation of a soft end-effector for robot-assisted ultrasound imaging,2020,,Europe PMC,https://europepmc.org/article/ETH/806797,unresolved,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:e937c91c6f5d4a447fd7796f535ff73f4fd158cf,Enabling Mammography with Co-Robotic Ultrasound,2023,,arXiv,http://arxiv.org/abs/2312.10309v1,yes,,conservative automated title screen
A1,Active observational sensing,Robotic ultrasound,title:f31d1f63295d7e53e682b58ce6d681ce3bfdac78,A-SEE2.0: Active-Sensing End-Effector for Robotic Ultrasound Systems with Dense Contact Surface Perception Enabled Probe Orientation Adjustment,2025,,arXiv,http://arxiv.org/abs/2503.05569v1,yes,,conservative automated title screen
A6,Active observational sensing,Robotic auscultation,title:f9deb9a74a7481f4c93de84ba6b6e3f5daaf5a3b,Automated Heart and Lung Auscultation in Robotic Physical Examinations,2022,,arXiv,http://arxiv.org/abs/2201.09511v1,yes,,conservative automated title screen
